dispute_number,state_a,state_b,current_year,state_a_code,state_b_code,dyad_pair_code,in_trade_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,no_years,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai
18,CAN,AUL,1997,CAN1997,AUL1997,AUL1997CAN1997,1,CAN,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),EU,IND,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CAN,AUL,1998,CAN1998,AUL1998,AUL1998CAN1998,1,CAN,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),EU,IND,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CAN,AUL,1999,CAN1999,AUL1999,AUL1999CAN1999,1,CAN,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),EU,IND,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CAN,AUL,2000,CAN2000,AUL2000,AUL2000CAN2000,1,CAN,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),EU,IND,NOR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,IND,POL,1995,IND1995,POL1995,IND1995POL1995,1,IND,,,,,,,,,POL,,,,,1995,No,1996,2,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,IND,POL,1996,IND1996,POL1996,IND1996POL1996,1,IND,,,,,,,,,POL,,,,,1995,No,1996,2,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CAN,ROK,1995,CAN1995,ROK1995,CAN1995ROK1995,1,CAN,,,,,,,,,ROK,,,,,1995,No,1996,2,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CAN,ROK,1996,CAN1996,ROK1996,CAN1996ROK1996,1,CAN,,,,,,,,,ROK,,,,,1995,No,1996,2,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,1995,USA1995,AUL1995,AUL1995USA1995,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,1996,USA1996,AUL1996,AUL1996USA1996,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,1997,USA1997,AUL1997,AUL1997USA1997,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,1998,USA1998,AUL1998,AUL1998USA1998,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,1999,USA1999,AUL1999,AUL1999USA1999,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,USA,AUL,2000,USA2000,AUL2000,AUL2000USA2000,1,USA,,,,,,,,,AUL,,,,,1995,Yes,2000,6,K (Fish and Fish Products),CAN,EU,HGK,CHN,ICE,IND,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PHI,BRA,1995,PHI1995,BRA1995,BRA1995PHI1995,1,PHI,,,,,,,,,BRA,,,,,1995,Yes,1997,3,C (Fruits and Vegetables),CAN,EU,INS,SRI,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PHI,BRA,1996,PHI1996,BRA1996,BRA1996PHI1996,1,PHI,,,,,,,,,BRA,,,,,1995,Yes,1997,3,C (Fruits and Vegetables),CAN,EU,INS,SRI,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PHI,BRA,1997,PHI1997,BRA1997,BRA1997PHI1997,1,PHI,,,,,,,,,BRA,,,,,1995,Yes,1997,3,C (Fruits and Vegetables),CAN,EU,INS,SRI,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MEX,VEN,1995,MEX1995,VEN1995,MEX1995VEN1995,1,MEX,,,,,,,,,VEN,,,,,1995,No,1997,3,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MEX,VEN,1996,MEX1996,VEN1996,MEX1996VEN1996,1,MEX,,,,,,,,,VEN,,,,,1995,No,1997,3,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,MEX,VEN,1997,MEX1997,VEN1997,MEX1997VEN1997,1,MEX,,,,,,,,,VEN,,,,,1995,No,1997,3,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COS,USA,1995,COS1995,USA1995,COS1995USA1995,1,COS,,,,,,,,,USA,,,,,1995,Yes,1997,3,"I (Cotton, Silk and Wool)",IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COS,USA,1996,COS1996,USA1996,COS1996USA1996,1,COS,,,,,,,,,USA,,,,,1995,Yes,1997,3,"I (Cotton, Silk and Wool)",IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,COS,USA,1997,COS1997,USA1997,COS1997USA1997,1,COS,,,,,,,,,USA,,,,,1995,Yes,1997,3,"I (Cotton, Silk and Wool)",IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,URU,EU,1995,URU1995,EU19951995,EU19951995URU1995,1,URU,,,,,,,,,EU,,,,,1995,No,1995,1,E (Cereals and Food Preparations),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,1996,USA1996,EU19951996,EU19951996USA1996,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,1997,USA1997,EU19951997,EU19951997USA1997,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,1998,USA1998,EU19951998,EU19951998USA1998,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,1999,USA1999,EU19951999,EU19951999USA1999,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2000,USA2000,EU19952000,EU19952000USA2000,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2001,USA2001,EU19952001,EU19952001USA2001,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2002,USA2002,EU19952002,EU19952002USA2002,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2003,USA2003,EU19952003,EU19952003USA2003,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2004,USA2004,EU20042004,EU20042004USA2004,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2005,USA2005,EU20042005,EU20042005USA2005,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2006,USA2006,EU20042006,EU20042006USA2006,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2007,USA2007,EU20072007,EU20072007USA2007,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2008,USA2008,EU20072008,EU20072008USA2008,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,USA,EU,2009,USA2009,EU20072009,EU20072009USA2009,1,USA,,,,,,,,,EU,,,,,1996,Yes,2009,14,A (Live Animals and Meat),AUL,CAN,NEW,NOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,ECU,EU,1996,ECU1996,EU19951996,ECU1996EU19951996,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,1996,GUA1996,EU19951996,EU19951996GUA1996,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,1996,HON1996,EU19951996,EU19951996HON1996,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,1996,MEX1996,EU19951996,EU19951996MEX1996,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,1996,USA1996,EU19951996,EU19951996USA1996,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,1997,ECU1997,EU19951997,ECU1997EU19951997,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,1997,GUA1997,EU19951997,EU19951997GUA1997,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,1997,HON1997,EU19951997,EU19951997HON1997,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,1997,MEX1997,EU19951997,EU19951997MEX1997,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,1997,USA1997,EU19951997,EU19951997USA1997,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,1998,ECU1998,EU19951998,ECU1998EU19951998,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,1998,GUA1998,EU19951998,EU19951998GUA1998,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,1998,HON1998,EU19951998,EU19951998HON1998,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,1998,MEX1998,EU19951998,EU19951998MEX1998,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,1998,USA1998,EU19951998,EU19951998USA1998,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,1999,ECU1999,EU19951999,ECU1999EU19951999,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,1999,GUA1999,EU19951999,EU19951999GUA1999,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,1999,HON1999,EU19951999,EU19951999HON1999,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,1999,MEX1999,EU19951999,EU19951999MEX1999,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,1999,USA1999,EU19951999,EU19951999USA1999,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,2000,ECU2000,EU19952000,ECU2000EU19952000,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,2000,GUA2000,EU19952000,EU19952000GUA2000,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,2000,HON2000,EU19952000,EU19952000HON2000,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,2000,MEX2000,EU19952000,EU19952000MEX2000,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,2000,USA2000,EU19952000,EU19952000USA2000,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,2001,ECU2001,EU19952001,ECU2001EU19952001,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,2001,GUA2001,EU19952001,EU19952001GUA2001,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,2001,HON2001,EU19952001,EU19952001HON2001,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,2001,MEX2001,EU19952001,EU19952001MEX2001,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,2001,USA2001,EU19952001,EU19952001USA2001,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,2002,ECU2002,EU19952002,ECU2002EU19952002,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,2002,GUA2002,EU19952002,EU19952002GUA2002,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,2002,HON2002,EU19952002,EU19952002HON2002,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,2002,MEX2002,EU19952002,EU19952002MEX2002,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,2002,USA2002,EU19952002,EU19952002USA2002,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,2003,ECU2003,EU19952003,ECU2003EU19952003,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,2003,GUA2003,EU19952003,EU19952003GUA2003,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,2003,HON2003,EU19952003,EU19952003HON2003,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,2003,MEX2003,EU19952003,EU19952003MEX2003,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,2003,USA2003,EU19952003,EU19952003USA2003,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,ECU,EU,2004,ECU2004,EU20042004,ECU2004EU20042004,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,GUA,EU,2004,GUA2004,EU20042004,EU20042004GUA2004,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,HON,EU,2004,HON2004,EU20042004,EU20042004HON2004,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,MEX,EU,2004,MEX2004,EU20042004,EU20042004MEX2004,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
27,USA,EU,2004,USA2004,EU20042004,EU20042004USA2004,1,ECU,GUA,HON,MEX,USA,,,,,EU,,,,,1996,Yes,2012,17,C (Fruits and Vegetables),BLZ,CAO,CAN,COL,COS,DMA,DOM,GHA,GRN,IND,JAM,JPN,MAS,NIC,PAN,PHI,SLU,SVG,SEN,SUR,VEN,CDI,BRA,MAG,,,,,,,,,,,
