dispute_number,title_of_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,status,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai,no_third_parties
498,"IND - Anti-Dumping Duties on USB Flash Drives from the Separate Customs Territory of TAW, Penghu, Kinmen and Matsu",TAW,,,,,,,,,IND,,,,,2015,No,2015,In consultations,"S (Mechanical, Office and Computing Machinery)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
499,RUS - Measures Affecting the Importation of Railway Equipment and Parts Thereof,UKR,,,,,,,,,RUS,,,,,2015,Yes,2020,"Report(s) adopted, with recommendations to bring measures into conformity",U (Transport Equipment),CAN,CHN,EU,IND,INS,JPN,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
500,SAF - Provisional Anti-Dumping Duties on Portland Cement from PAK,PAK,,,,,,,,,SAF,,,,,2015,No,2015,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
501,CHN - Tax Measures Concerning Certain Domestically Produced Aircraft,USA,,,,,,,,,CHN,,,,,2015,No,2015,In consultations,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
502,COL - Measures Concerning Imported Spirits,EU,,,,,,,,,COL,,,,,2016,Yes,2016,"Panel established, but not yet composed",H (Beverages and Tobacco),BRA,CAN,CHL,CHN,ECU,SAL,GUA,IND,KZK,ROK,MEX,PAN,RUS,TAW,USA,,,,,,,,,,,,,,,,,,,,,15
503,USA - Measures Concerning Non-Immigrant Visas,IND,,,,,,,,,USA,,,,,2016,No,2016,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
504,Korea - Anti-Dumping Duties on Pneumatic Valves from JPN,JPN,,,,,,,,,ROK,,,,,2016,Yes,2020,Implementation notified by respondent,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,ECU,EU,NOR,SIN,TUR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,9
505,USA - Countervailing Measures on Supercalendered Paper from CAN,CAN,,,,,,,,,USA,,,,,2016,Yes,Ongoing,Unknown,"O (Wood, Paper, Furniture)",BRA,CHN,EU,IND,JPN,ROK,MEX,TUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
506,INS - Measures Concerning the Importation of Bovine Meat,BRA,,,,,,,,,INS,,,,,2016,No,2016,In consultations,A (Live Animals and Meat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
507,THI - Subsidies Concerning Sugar,BRA,,,,,,,,,THI,,,,,2016,No,2016,In consultations,G (Sugars and Confectionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
508,CHN - Export Duties on Certain Raw Materials,USA,,,,,,,,,CHN,,,,,2016,Yes,2016,"Panel established, but not yet composed",L (Minerals and Metals),BRA,CAN,CHL,EU,IND,INS,JPN,KZK,ROK,MEX,NOR,OMA,RUS,SIN,TAW,DRV,,,,,,,,,,,,,,,,,,,,16
509,CHN - Duties and Other Measures Concerning the Exportation of Certain Raw Materials,EU,,,,,,,,,CHN,,,,,2016,Yes,2016,"Panel established, but not yet composed",L (Minerals and Metals),BRA,CAN,CHL,COL,IND,INS,JPN,ROK,MEX,OMA,TAW,DRV,USA,RUS,NOR,KZK,SIN,,,,,,,,,,,,,,,,,,,17
510,USA - Certain Measures Related to the Renewable Energy Sector,IND,,,,,,,,,USA,,,,,2016,Yes,2023,Mutually agreed solution notified,"S (Mechanical, Office and Computing Machinery)",BRA,CHN,EU,INS,JPN,ROK,NOR,RUS,SAU,SIN,TAW,TUR,,,,,,,,,,,,,,,,,,,,,,,,12
511,CHN - Domestic Support for Agricultural Producers,USA,,,,,,,,,CHN,,,,,2016,Yes,Ongoing,Compliance Panel (Article 21.5 of the DSU) established but not yet composed,E (Cereals and Food Preparations),AUL,BRA,CAN,COL,ECU,EGY,SAL,EU,GUA,IND,INS,ISR,JPN,KZK,ROK,NOR,PAK,PAR,PHI,RUS,SAU,SIN,TAW,THI,TUR,UKR,DRV,,,,,,,,,27
512,RUS - Measures Concerning Traffic in Transit,UKR,,,,,,,,,RUS,,,,,2016,Yes,2019,"Report(s) adopted, no further action required",U (Transport Equipment),AUL,BOL,BRA,CAN,CHL,CHN,EU,IND,JPN,ROK,MLD,NOR,PAR,SAU,SIN,TUR,USA,,,,,,,,,,,,,,,,,,,17
513,MOR - Anti-Dumping Measures on Certain Hot-Rolled Steel from TUR,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,"Report(s) adopted, with recommendations to bring measures into conformity",L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,,12
514,USA - Countervailing Measures on Cold- and Hot-Rolled Steel Flat Products from BRA,BRA,,,,,,,,,USA,,,,,2016,No,2016,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
515,USA - Measures Related to Price Comparison Methodologies,CHN,,,,,,,,,USA,,,,,2016,No,2016,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
516,EU2013 - Measures Related to Price Comparison Methodologies,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,Authority for panel lapsed,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,,19
517,CHN - Tariff Rate Quotas for Certain Agricultural Products,USA,,,,,,,,,CHN,,,,,2016,Yes,Ongoing,Compliance Panel (Article 21.5 of the DSU) established but not yet composed,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,,17
518,IND - Certain Measures on Imports of Iron and Steel Products,JPN,,,,,,,,,IND,,,,,2016,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,14
519,CHN - Subsidies to Producers of Primary Aluminium,USA,,,,,,,,,CHN,,,,,2017,No,2017,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
520,CAN - Measures Governing the Sale of Wine in Grocery Stores,USA,,,,,,,,,CAN,,,,,2017,No,2017,In consultations,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
521,EU2013 - Anti-Dumping Measures on Certain Cold-Rolled Flat Steel Products from RUS,RUS,,,,,,,,,EU,,,,,2017,Yes,Ongoing,Panel composed,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
522,CAN - Measures Concerning Trade in Commercial Aircraft,BRA,,,,,,,,,CAN,,,,,2017,Yes,2018,"Settled or terminated (withdrawn, mutually agreed solution)",U (Transport Equipment),CHN,EU,JPN,RUS,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
523,USA - Countervailing Measures on Certain Pipe and Tube Products,TUR,,,,,,,,,USA,,,,,2017,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,,11
524,COS - Measures Concerning the Importation of Fresh Avocados from MEX,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,"Report(s) adopted, with recommendations to bring measures into conformity",C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,9
525,UKR - Measures Relating to Trade in Goods and Services,RUS,,,,,,,,,UKR,,,,,2017,No,2017,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
526,"UAE - Measures Relating to Trade in Goods and Services, and Trade-Related Aspects of Intellectual Property Rights",QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,Authority for panel lapsed,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,,25
527,"BAH - Measures Relating to Trade in Goods and Services, and Trade-Related Aspects of Intellectual Property Rights",QAT,,,,,,,,,BAH,,,,,2017,No,2017,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
528,"SAU - Measures Relating to Trade in Goods and Services, and Trade-Related Aspects of Intellectual Property Rights",QAT,,,,,,,,,SAU,,,,,2017,No,2017,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
529,AUL - Anti-Dumping Measures on A4 Copy Paper,INS,,,,,,,,,AUL,,,,,2017,Yes,2020,Implementation notified by respondent,"O (Wood, Paper, Furniture)",CAN,CHN,EU,EGY,IND,ISR,JPN,ROK,RUS,SIN,THI,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,,14
530,KZK - Anti-Dumping Measures on Steel Pipes,UKR,,,,,,,,,KZK,,,,,2017,No,2017,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
531,CAN - Measures Governing the Sale of Wine in Grocery Stores (Second Complaint),USA,,,,,,,,,CAN,,,,,2017,Yes,2018,"Panel established, but not yet composed",H (Beverages and Tobacco),ARG,AUL,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,ROK,TAW,,,,,,,,,,,,,,,,,,,,,,,13
532,RUS - Measures Concerning the Importation and Transit of Certain Ukrainian Products,UKR,,,,,,,,,RUS,,,,,2017,No,2017,In consultations,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
533,USA - Countervailing Measures on Softwood Lumber from CAN,CAN,,,,,,,,,USA,,,,,2017,Yes,Ongoing,Panel report under appeal,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,9
534,USA - Anti-Dumping Measures Applying Differential Pricing Methodology to Softwood Lumber from CAN,CAN,,,,,,,,,USA,,,,,2017,Yes,Ongoing,Panel report under appeal,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
535,USA - Certain Systemic Trade Remedies Measures,CAN,,,,,,,,,USA,,,,,2017,No,2017,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
536,USA - Anti-Dumping Measures on Fish Fillets from DRV,DRV,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel composed,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,,10
537,CAN - Measures Governing the Sale of Wine,AUL,,,,,,,,,CAN,,,,,2018,Yes,2021,Mutually agreed solution notified,H (Beverages and Tobacco),ARG,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,SAF,TAW,UKR,USA,URU,,,,,,,,,,,,,,,,,,,,,15
538,PAK - Anti-Dumping Measures on Biaxially Oriented Polypropylene Film from the UAE,UAE,,,,,,,,,PAK,,,,,2018,Yes,Ongoing,Panel report under appeal,V (Other Manufactures),AFG,CHN,EU,JPN,OMA,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
539,USA - Anti-Dumping and Countervailing Duties on Certain Products and the Use of Facts Available,ROK,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,W (Not Industry-Specific),BRA,CAN,CHN,EGY,EU,IND,JPN,KZK,MEX,NOR,RUS,,,,,,,,,,,,,,,,,,,,,,,,,11
540,USA - Certain Measures Concerning Pangasius Seafood Products from DRV,DRV,,,,,,,,,USA,,,,,2018,No,2018,In consultations,K (Fish and Fish Products),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
541,IND - Export Related Measures,USA,,,,,,,,,IND,,,,,2018,Yes,2023,Mutually agreed solution notified,W (Not Industry-Specific),BRA,CAN,CHN,EGY,EU,JPN,KZK,ROK,RUS,SRI,TAW,THI,,,,,,,,,,,,,,,,,,,,,,,,12
542,CHN - Certain Measures Concerning the Protection of Intellectual Property Rights,USA,,,,,,,,,CHN,,,,,2018,Yes,2021,Authority for panel lapsed,W (Not Industry-Specific),AUL,BRA,CAN,EGY,EU,IND,JPN,KZK,ROK,NEW,NOR,RUS,SIN,SWZ,TAW,TUR,UKR,,,,,,,,,,,,,,,,,,,17
543,USA - Tariff Measures on Certain Goods from CHN,CHN,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,W (Not Industry-Specific),AUL,BRA,CAN,EU,IND,INS,JPN,KZK,ROK,NEW,NOR,RUS,SIN,TAW,TUR,UKR,,,,,,,,,,,,,,,,,,,,16
544,USA - Certain Measures on Steel and Aluminium Products,CHN,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BAH,BRA,CAN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,MAL,MEX,NEW,NOR,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
545,USA- Safeguard Measure on Imports of Crystalline Silicon Photovoltaic Products,ROK,,,,,,,,,USA,,,,,2018,Yes,2018,"Panel established, but not yet composed","S (Mechanical, Office and Computing Machinery)",BRA,CAN,CHN,EU,EGY,IND,JPN,KZK,MAL,MEX,NOR,PHI,RUS,SIN,TAW,THI,DRV,,,,,,,,,,,,,,,,,,,17
546,USA - Safeguard Measure on Imports of Large Residential Washers,ROK,,,,,,,,,USA,,,,,2018,Yes,2023,"Report(s) adopted, with recommendations to bring measures into conformity",T (Electrical Machinery and Electronic Equipment),BRA,CHN,EU,EGY,IND,JPN,KZK,MEX,NOR,RUS,THI,DRV,,,,,,,,,,,,,,,,,,,,,,,,12
547,USA - Certain Measures on Steel and Aluminium Products,IND,,,,,,,,,USA,,,,,2018,Yes,2023,Mutually agreed solution notified,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,MAL,MEX,NEW,NOR,QAT,RUS,SAU,SAF,SWZ,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
548,USA - Certain Measures on Steel and Aluminium Products,EU,,,,,,,,,USA,,,,,2018,Yes,2022,"Settled or terminated (withdrawn, mutually agreed solution)",L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,GUA,HGK,ICE,IND,INS,JPN,KZK,NEW,MAL,MEX,NOR,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
549,CHN - Certain Measures on the Transfer of Technology,EU,,,,,,,,,USA,,,,,2018,No,2018,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
550,USA - Certain Measures on Steel and Aluminium Products,CAN,,,,,,,,,USA,,,,,2018,Yes,2019,Mutually agreed solution notified,L (Minerals and Metals),BAH,BRA,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,MAL,MEX,NEW,NOR,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,28
551,USA - Certain Measures on Steel and Aluminium Products,MEX,,,,,,,,,USA,,,,,2018,Yes,2019,Mutually agreed solution notified,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HON,HGK,ICE,IND,INS,JPN,KZK,MAL,NEW,NOR,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,29
552,USA - Certain Measures on Steel and Aluminium Products,NOR,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,MAL,MEX,NEW,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
553,Korea - Sunset Review of Anti-Dumping Duties on Stainless Steel Bars,JPN,,,,,,,,,ROK,,,,,2018,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),CHN,EU,IND,KZK,RUS,TAW,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7
554,USA - Certain Measures on Steel and Aluminium Products,RUS,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel composed,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,NEW,NOR,MAL,MEX,QAT,SAU,SIN,SAF,SWZ,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
555,MOR - Provisional Anti-Dumping Measures on School Exercise Books from TUN,TUN,,,,,,,,,MOR,,,,,2018,No,2018,In consultations,"O (Wood, Paper, Furniture)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
556,USA - Certain Measures on Steel and Aluminium Products,SWZ,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,MAL,MEX,NEW,NOR,QAT,RUS,SAU,SIN,SAF,TAW,THI,TUR,UKR,UAE,VEN,,,,,,,29
557,CAN - Additional Duties on Certain Products from the USA,USA,,,,,,,,,CAN,,,,,2018,Yes,2019,Mutually agreed solution notified,W (Not Industry-Specific),BRA,CHN,EGY,EU,GUA,IND,INS,JPN,KZK,MEX,NEW,NOR,RUS,SIN,SAF,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,,,,,,,,21
558,CHN - Additional Duties on Certain Products from the USA,USA,,,,,,,,,CHN,,,,,2018,Yes,Ongoing,Panel report under appeal,W (Not Industry-Specific),BRA,CAN,EGY,EU,GUA,IND,INS,JPN,KZK,MEX,NEW,NOR,RUS,SIN,SAF,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,,,,,,,,21
559,EU2013 - Additional Duties on Certain Products from the USA,USA,,,,,,,,,EU,,,,,2018,Yes,2022,Terminated/withdrawn (Arbitration under Article 25 of the DSU),W (Not Industry-Specific),BRA,CAN,CHN,EGY,GUA,IND,INS,JPN,KZK,MEX,NEW,NOR,RUS,SIN,SAF,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,,,,,,,,21
560,MEX - Additional Duties on Certain Products from the USA,USA,,,,,,,,,MEX,,,,,2018,Yes,2019,Mutually agreed solution notified,W (Not Industry-Specific),BRA,CAN,CHN,EGY,EU,GUA,IND,INS,JPN,KZK,NEW,NOR,RUS,SIN,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,,,,,,,,,20
561,TUR - Additional Duties on Certain Products from the USA,USA,,,,,,,,,TUR,,,,,2018,Yes,Ongoing,Panel composed,W (Not Industry-Specific),BRA,CAN,CHN,EU,GUA,IND,INS,JPN,KZK,MEX,NEW,NOR,RUS,SIN,SWZ,TAW,THI,UKR,VEN,,,,,,,,,,,,,,,,,19
562,USA - Safeguard Measure on Imports of Crystalline Silicon Photovoltaic Products,CHN,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,"S (Mechanical, Office and Computing Machinery)",BRA,CAN,EU,IND,JPN,ROK,MAL,PHI,RUS,TAW,,,,,,,,,,,,,,,,,,,,,,,,,,10
563,USA - Certain Measures Related to Renewable Energy,CHN,,,,,,,,,USA,,,,,2018,No,2018,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
564,USA - Certain Measures on Steel and Aluminium Products,TUR,,,,,,,,,USA,,,,,2018,Yes,Ongoing,Panel report under appeal,L (Minerals and Metals),BAH,BRA,CAN,CHN,COL,EGY,EU,GUA,HGK,ICE,IND,INS,JPN,KZK,NEW,NOR,MAL,MEX,QAT,RUS,SAU,SIN,SAF,SWZ,TAW,THI,UKR,UAE,VEN,,,,,,,29
565,USA - Tariff Measures on Certain Goods from CHN II,CHN,,,,,,,,,USA,,,,,2018,No,2018,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
566,RUSn Federation - Additional Duties on Certain Products from the USA,USA,,,,,,,,,RUS,,,,,2018,Yes,Ongoing,Panel composed,W (Not Industry-Specific),BRA,CHN,CAN,EU,EGY,IND,INS,JPN,KZK,MAL,MEX,NEW,NOR,QAT,SAU,SIN,SWZ,TAW,THI,TUR,UKR,VEN,,,,,,,,,,,,,,22
567,SAU - Measures Concerning the Protection of Intellectual Property Rights,QAT,,,,,,,,,SAU,,,,,2018,Yes,2022,"Settled or terminated (withdrawn, mutually agreed solution)",W (Not Industry-Specific),AUL,BAH,BRA,CAN,CHN,EU,IND,JPN,ROK,MEX,NOR,RUS,SIN,TAW,TUR,UKR,UAE,USA,YEM,,,,,,,,,,,,,,,,,19
568,CHN - Certain Measures Concerning Imports of Sugar,BRA,,,,,,,,,CHN,,,,,2018,No,2018,In consultations,G (Sugars and Confectionary),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
569,ARM - Anti-Dumping Measures on Steel Pipes,UKR,,,,,,,,,ARM,,,,,2018,No,2018,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
570,Kyrgyz Republic - Anti-Dumping Measures on Steel Pipes,UKR,,,,,,,,,KYR,,,,,2018,No,2018,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
571,Korea - Measures Affecting Trade in Commercial Vessels (JPN),JPN,,,,,,,,,ROK,,,,,2018,No,2018,In consultations,U (Transport Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
572,PER - Anti-Dumping and Countervailing Measures on Biodiesel from ARG,ARG,,,,,,,,,PER,,,,,2018,No,2018,In consultations,M (Petroleum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
573,TUR - Additional Duties on Imports of Air Conditioning Machines from THI,THI,,,,,,,,,TUR,,,,,2018,Yes,2021,Authority for panel lapsed,T (Electrical Machinery and Electronic Equipment),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
574,USA - Measures Relating to Trade in Goods and Services,VEN,,,,,,,,,USA,,,,,2018,No,2018,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
575,COL - Measures Concerning the Distribution of Liquid Fuels,VEN,,,,,,,,,COL,,,,,2019,No,2019,In consultations,M (Petroleum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
576,QAT - Certain Measures Concerning Goods from the UAE,UAE,,,,,,,,,QAT,,,,,2019,Yes,2019,"Panel established, but not yet composed",W (Not Industry-Specific),AFG,BAH,BRA,CAN,CHN,EGY,EU,IND,JPN,MEX,NOR,RUS,SAU,SIN,TAW,TUR,UKR,USA,,,,,,,,,,,,,,,,,,18
577,USA - Anti-Dumping and Countervailing Duties on Ripe Olives from SPN,EU,,,,,,,,,USA,,,,,2019,Yes,Ongoing,Compliance Panel (Article 21.5 of the DSU) composed,C (Fruits and Vegetables),AUL,BRA,CAN,CHN,IND,JPN,MEX,RUS,SAU,SWZ,TUR,,,,,,,,,,,,,,,,,,,,,,,,,11
578,MOR - Definitive Anti-Dumping Measures on School Exercise Books from TUN,TUN,,,,,,,,,MOR,,,,,2019,Yes,Ongoing,Panel report under appeal,"O (Wood, Paper, Furniture)",BRA,CAN,CHN,EU,JPN,MAG,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
579,IND - Measures Concerning Sugar and Sugarcane,BRA,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report under appeal,G (Sugars and Confectionary),AUL,CAN,CHN,COL,COS,SAL,EU,GUA,HON,INS,JPN,PAN,RUS,THI,USA,,,,,,,,,,,,,,,,,,,,,15
580,IND - Measures Concerning Sugar and Sugarcane,AUL,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report under appeal,G (Sugars and Confectionary),BRA,CAN,CHN,COL,COS,SAL,EU,GUA,HON,INS,JPN,PAN,RUS,THI,USA,,,,,,,,,,,,,,,,,,,,,15
581,IND - Measures Concerning Sugar and Sugarcane,GUA,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report under appeal,G (Sugars and Confectionary),AUL,BRA,CAN,CHN,COL,COS,SAL,EU,HON,INS,JPN,PAN,RUS,THI,USA,,,,,,,,,,,,,,,,,,,,,15
582,IND - Tariff Treatment on Certain Goods in the Information and Communications Technology Sector,EU,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report circulated,"S (Mechanical, Office and Computing Machinery)",BRA,CAN,CHN,INS,JPN,ROK,NOR,PAK,RUS,SIN,TAW,THI,TUR,UKR,USA,,,,,,,,,,,,,,,,,,,,,15
583,"TUR - Certain Measures Concerning the Production, Importation and Marketing of Pharmaceutical Products",EU,,,,,,,,,TUR,,,,,2019,Yes,Ongoing,Unknown,N (Chemicals),BRA,CAN,CHN,IND,INS,JPN,RUS,SWZ,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,10
584,IND - Tariff Treatment on Certain Goods,JPN,,,,,,,,,IND,,,,,2019,Yes,Ongoing,Panel report under appeal,T (Electrical Machinery and Electronic Equipment),BRA,CAN,CHN,TAW,EU,INS,NOR,PAK,RUS,SIN,ROK,THI,TUR,UKR,UKG,USA,,,,,,,,,,,,,,,,,,,,16
585,IND - Additional Duties on Certain Products from the USA,USA,,,,,,,,,IND,,,,,2019,Yes,2023,Mutually agreed solution notified,W (Not Industry-Specific),BRA,CAN,CHN,EU,GUA,INS,JPN,MAL,MEX,NOR,RUS,SIN,SWZ,TAW,TUR,UKR,VEN,,,,,,,,,,,,,,,,,,,17
586,USA - Anti-Dumping Measures on Carbon-Quality Steel from RUS,RUS,,,,,,,,,USA,,,,,2019,No,2019,In consultations,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
587,USA - Tariff Measures on Certain Goods from CHN III,CHN,,,,,,,,,USA,,,,,2019,No,2019,In consultations,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
